no,CANT,NOM_CO,NOM_CI,H,DB,DN,DC,COB,BIO,C
1740,1,Chinene,Persea schiedeana Nees,3.9,6,4,3.2,8.042,1.493,0.746
1741,1,Chinene,Persea schiedeana Nees,6,22,18,6.54,33.593,46.506,23.253
1742,1,Chinene,Persea schiedeana Nees,3,13,9,4,12.566,5.813,2.907
1743,1,Ciruela mexicana,Spondias purpurea L.,2,21,19,4,12.566,218.969,109.485
1744,1,Ciruela mexicana,Spondias purpurea L.,2.5,18,16,2,3.142,144.641,72.321
1745,1,Coco,Cocos nucifera L.,12.38,20,18,8,50.266,99.826,49.913
1746,1,Coco,Cocos nucifera L.,18.82,28,22,6,28.274,149.414,74.707
1747,1,Coco,Cocos nucifera L.,12.13,18,15,6,28.274,97.901,48.951
1748,1,Coco,Cocos nucifera L.,24.45,40,32,6,28.274,192.765,96.383
1749,1,Coco,Cocos nucifera L.,17.25,28,23,4,12.566,137.325,68.663
1750,1,Coco,Cocos nucifera L.,12.49,21,16,4,12.566,100.673,50.337
1751,1,Coco,Cocos nucifera L.,1.2,5.4,4.8,2.5,4.909,13.74,6.87
1752,1,Coco,Cocos nucifera L.,1.5,6.1,5.2,2.8,6.158,16.05,8.025
1753,1,Coco,Cocos nucifera L.,1.8,7,6,3,7.069,18.36,9.18
1754,1,Coco,Cocos nucifera L.,2,7.5,6.5,3.2,8.042,19.9,9.95
1755,1,Coco,Cocos nucifera L.,2.3,8.2,7,3.5,9.621,22.21,11.105
1756,1,Coco,Cocos nucifera L.,2.7,9,7.8,3.8,11.341,25.29,12.645
1757,1,Coco,Cocos nucifera L.,3,9.8,8.5,4,12.566,27.6,13.8
1758,1,Coco,Cocos nucifera L.,4,10,7,5,19.635,35.3,17.65
1759,1,Coco,Cocos nucifera L.,1,5,4,1.5,1.767,12.2,6.1
1760,1,Cuajinicuil,Inga inicuil (Kunth) DC,3.2,7.5,6.8,2.8,6.158,13.095,6.548
1761,1,Cuajinicuil,Inga inicuil (Kunth) DC,3.5,8,7.2,3,7.069,14.901,7.45
1762,1,Cuajinicuil,Inga inicuil (Kunth) DC,3.8,8.3,7.5,3.1,7.548,16.341,8.171
1763,1,Cuajinicuil,Inga inicuil (Kunth) DC,4,8.7,8,3.3,8.553,18.907,9.454
1764,1,Cuajinicuil,Inga inicuil (Kunth) DC,4.3,9.2,8.5,3.5,9.621,21.683,10.842
1765,1,Cuajinicuil,Inga inicuil (Kunth) DC,4.5,9.8,9,3.7,10.752,24.673,12.337
1766,1,Cuajinicuil,Inga inicuil (Kunth) DC,4.8,10.2,9.5,3.9,11.946,27.88,13.94
1767,1,Cuajinicuil,Inga inicuil (Kunth) DC,5,10.5,10,4,12.566,31.307,15.654
1768,1,Cuajinicuil,Inga inicuil (Kunth) DC,5.2,11,10.5,4.2,13.854,34.957,17.478
1769,1,Cuajinicuil,Inga inicuil (Kunth) DC,5.5,11.5,11,4.5,15.904,38.832,19.416
1770,1,Cuajinicuil,Inga inicuil (Kunth) DC,5.8,12,11.5,4.8,18.096,42.936,21.468
1771,1,Cuajinicuil,Inga inicuil (Kunth) DC,6,12.5,12,5,19.635,47.271,23.635
1772,1,Guayaba agria,Psidium friedrichsthalianum O. Berg.,4.5,12.3,15.2,3.5,9.621,112.513,56.257
1773,1,Guayaba agria,Psidium friedrichsthalianum O. Berg.,5,14.1,17.3,4,12.566,150.541,75.27
1774,1,Guayaba agria,Psidium friedrichsthalianum O. Berg.,4.8,13.6,16.1,3.8,11.341,128.059,64.03
1775,1,Guayaba agria,Psidium friedrichsthalianum O. Berg.,5.2,15,18,4.2,13.854,164.593,82.297
1776,1,Guayaba agria,Psidium friedrichsthalianum O. Berg.,3.2,7.5,9,2.5,4.909,34.603,17.302
1777,1,Guayaba agria,Psidium friedrichsthalianum O. Berg.,3.5,8.2,10.1,2.8,6.158,44.853,22.427
1778,1,Guayaba agria,Psidium friedrichsthalianum O. Berg.,3.8,9,11,3,7.069,54.35,27.175
1779,1,Guayaba agria,Psidium friedrichsthalianum O. Berg.,4,9.8,12,3.2,8.042,66.103,33.052
1780,1,Jinicuil,Inga vera Willd,4,15.2,12.5,3.2,8.042,51.839,25.92
1781,1,Jinicuil,Inga vera Willd,4.5,18,14,3.5,9.621,66.972,33.486
1782,1,Jinicuil,Inga vera Willd,3.5,21.3,15.5,3.8,11.341,84.293,42.146
1783,1,Jinicuil,Inga vera Willd,3.2,25,17,4.2,13.854,103.862,51.931
1784,1,Jinicuil,Inga vera Willd,3.3,29,18.5,4.5,15.904,125.733,62.867
1785,1,Liche,Litchi chinensis Sonn,3.5,10,8,2.5,4.909,4.752,2.376
1786,1,Liche,Litchi chinensis Sonn,4,11,9.2,2.8,6.158,7.111,3.556
1787,1,Liche,Litchi chinensis Sonn,4.2,12,10,3,7.069,8.776,4.388
1788,1,Liche,Litchi chinensis Sonn,2.98,13,10.5,3.2,8.042,6.906,3.453
1789,1,Liche,Litchi chinensis Sonn,2.78,13.5,11,3.5,9.621,7.067,3.533
1790,1,Liche,Litchi chinensis Sonn,2.67,14,11.5,3.7,10.752,7.409,3.705
1791,1,Liche,Litchi chinensis Sonn,2.87,15,12,4,12.566,8.639,4.32
1792,1,Liche,Litchi chinensis Sonn,3.45,16,12.5,4.2,13.854,11.197,5.599
1793,1,Liche,Litchi chinensis Sonn,3.54,17,13,4.5,15.904,12.396,6.198
1794,1,Liche,Litchi chinensis Sonn,2.67,18,13.5,4.7,17.349,10.132,5.066
1795,1,Liche,Litchi chinensis Sonn,2.67,18,13.5,4.7,17.349,10.132,5.066
1796,1,Limón ,Citrus limon (L.) Burm. f.,4,15,14,6,28.274,82.372,41.186
1797,1,Limón ,Citrus limon (L.) Burm. f.,3.76,13,11,5.87,27.062,43.579,21.789
1798,1,Mandarina,Citrus reticulata Blanco,2.78,9.5,7.43,2,3.142,28.999,14.499
1799,1,Mandarina,Citrus reticulata Blanco,3.01,13.7,11.78,4,12.566,58.937,29.469
1800,1,Mandarina,Citrus reticulata Blanco,2.74,13.62,11.62,2.5,4.909,58.2,29.1
1801,1,Mandarina,Citrus reticulata Blanco,2.89,10.24,8.24,3,7.069,33.103,16.552
1802,1,Mandarina,Citrus reticulata Blanco,3.76,12.67,10.67,3,7.069,49.987,24.993
1803,1,Mandarina,Citrus reticulata Blanco,2.96,11.08,9.08,2.5,4.909,38.32,19.16
1804,1,Mandarina,Citrus reticulata Blanco,2.74,12.02,10.02,3,7.069,44.918,22.459
1805,1,Mandarina,Citrus reticulata Blanco,4.44,9.67,7.67,2,3.142,29.903,14.951
1806,1,Mandarina,Citrus reticulata Blanco,4.32,9.89,7.89,3.5,9.621,31.107,15.553
1807,1,Mandarina,Citrus reticulata Blanco,3.31,13.56,11.56,3.5,9.621,57.651,28.826
1808,1,Mandarina,Citrus reticulata Blanco,3.98,9.02,7.02,4,12.566,26.567,13.284
1809,1,Mandarina,Citrus reticulata Blanco,2.97,9.35,7.35,2,3.142,28.22,14.11
1810,1,Mango manilo ,Mangifera indica L. 'Manila',4,23,19,4,12.566,53.049,26.524
1811,1,Mango manilo ,Mangifera indica L. 'Manila',4.5,20,18,3.87,11.763,51.694,25.847
1812,1,Mango manilo ,Mangifera indica L. 'Manila',4.3,26,23,5,19.635,82.028,41.014
1813,1,Mango manilo ,Mangifera indica L. 'Manila',4.6,29,27,4.9,18.857,118.819,59.409
1814,1,Mango manilo ,Mangifera indica L. 'Manila',5,31,24,5.2,21.237,99.397,49.699
1815,1,Mango petacón ,Mangifera indica L. 'Petacón',4.7,21,19,4.87,18.627,59.436,29.718
1816,1,Mango petacón ,Mangifera indica L. 'Petacón',4.8,32,27,4.53,16.117,122.438,61.219
1817,1,Mango petacón ,Mangifera indica L. 'Petacón',4.7,23,18,3.76,11.104,53.303,26.652
1818,1,Mango petacón ,Mangifera indica L. 'Petacón',3.98,21,20,4.2,13.854,58.615,29.308
1820,1,Nanche rojo,Byrsonima crassifolia (L.) Kunth.,5,31,26,4.76,17.795,318.861,159.431
1821,1,Naranjo ,Citrus sinensis (L.) Osbeck,7.9,24.72,21.72,4,12.566,258.94,129.47
1822,1,Naranjo ,Citrus sinensis (L.) Osbeck,9,20.84,17.84,5,19.635,161.613,80.806
1823,1,Naranjo ,Citrus sinensis (L.) Osbeck,8.7,19.62,16.62,4,12.566,137.975,68.987
1824,1,Naranjo ,Citrus sinensis (L.) Osbeck,6.7,23.11,20.11,6,28.274,214.106,107.053
1825,1,Naranjo ,Citrus sinensis (L.) Osbeck,5.1,20.11,17.11,7,38.485,147.113,73.556
1826,1,Naranjo ,Citrus sinensis (L.) Osbeck,6.1,18.06,15.06,5,19.635,111.841,55.921
1827,1,Naranjo ,Citrus sinensis (L.) Osbeck,6.8,19.75,16.75,4,12.566,140.354,70.177
1828,1,Naranjo ,Citrus sinensis (L.) Osbeck,7.6,19.01,16.01,5,19.635,127.235,63.617
1829,1,Naranjo ,Citrus sinensis (L.) Osbeck,6.7,23.88,20.88,5.5,23.758,234.703,117.352
1830,1,Naranjo ,Citrus sinensis (L.) Osbeck,8.5,23.6,20.6,5.1,20.428,227.039,113.519
1831,1,Naranjo ,Citrus sinensis (L.) Osbeck,5.9,21.46,18.46,7,38.485,174.8,87.4
1832,1,Naranjo ,Citrus sinensis (L.) Osbeck,7.7,23.08,20.08,7.4,43.009,213.334,106.667
1833,1,Naranjo ,Citrus sinensis (L.) Osbeck,7.8,22.12,19.12,6.3,31.173,189.765,94.883
1834,1,Naranjo ,Citrus sinensis (L.) Osbeck,6.5,24.22,21.22,7.2,40.715,244.286,122.143
1835,1,Naranjo ,Citrus sinensis (L.) Osbeck,8.6,22.09,19.09,7.8,47.784,189.063,94.532
1836,1,Naranjo ,Citrus sinensis (L.) Osbeck,7.4,24.44,21.44,6,28.274,250.65,125.325
1837,1,Naranjo ,Citrus sinensis (L.) Osbeck,7.7,23.86,20.86,4.7,17.349,234.149,117.075
1838,1,Naranjo ,Citrus sinensis (L.) Osbeck,5.8,23.47,20.47,4.3,14.522,223.549,111.774
1839,1,Naranjo ,Citrus sinensis (L.) Osbeck,8.8,18.56,15.56,4.1,13.203,119.747,59.873
1840,1,Naranjo ,Citrus sinensis (L.) Osbeck,2.69,11,7,3,7.069,37.796,18.898
1841,1,Naranjo ,Citrus sinensis (L.) Osbeck,2.29,6,5,3.5,9.621,14.939,7.47
1842,1,Naranjo ,Citrus sinensis (L.) Osbeck,1.96,5,3,2.2,3.801,12.316,6.158
1843,1,Naranjo ,Citrus sinensis (L.) Osbeck,2.39,9,7,2.7,5.726,26.47,13.235
1844,1,Naranjo ,Citrus sinensis (L.) Osbeck,2.71,8,6,4,12.566,21.963,10.981
1845,1,Naranjo ,Citrus sinensis (L.) Osbeck,2.18,7,5,3.2,8.042,18.138,9.069
1846,1,Naranjo ,Citrus sinensis (L.) Osbeck,2.93,7,5,3.3,8.553,18.138,9.069
1847,1,Naranjo ,Citrus sinensis (L.) Osbeck,1.75,8,6,2.9,6.605,21.963,10.981
1848,1,Naranjo ,Citrus sinensis (L.) Osbeck,2.25,9,7,3.2,8.042,26.47,13.235
1849,1,Naranjo ,Citrus sinensis (L.) Osbeck,1.71,10,8,3.4,9.079,31.723,15.862
1850,1,Palo de jobo ,Spondias mombin L.,12,32,27,6,28.274,511.248,255.624
1851,1,Palo de jobo ,Spondias mombin L.,16,23,20,5,19.635,247.82,123.91
1852,1,Plátano manzano ,Musa acuminata Colla,2.9,16.5,12.5,2.9,6.605,3.079175,1.54
1853,1,Plátano manzano ,Musa acuminata Colla,3.7,15.8,11.8,1.1,0.95,2.733872,1.367
1854,1,Plátano manzano ,Musa acuminata Colla,2.2,23.6,19.6,2.7,5.726,7.705748,3.853
1855,1,Plátano manzano ,Musa acuminata Colla,4,17.3,13.3,1.7,2.27,3.498167,1.749
1856,1,Plátano manzano ,Musa acuminata Colla,4,23.4,19.4,2.7,5.726,7.547408,3.774
1857,1,Plátano manzano ,Musa acuminata Colla,2.5,15,11,1.6,2.011,2.3636,1.182
1858,1,Plátano manzano ,Musa acuminata Colla,2.6,10.9,6.9,1.8,2.545,0.873783,0.437
1859,1,Plátano manzano ,Musa acuminata Colla,3.1,12.7,8.7,1.5,1.767,1.443807,0.722
1860,1,Plátano manzano ,Musa acuminata Colla,2.2,9,5,1,0.785,0.4148,0.207
1861,1,Plátano manzano ,Musa acuminata Colla,3.5,10.5,6.5,2,3.142,0.764975,0.382
1862,1,Plátano manzano ,Musa acuminata Colla,3,17.6,13.6,1.6,2.011,3.661988,1.831
1863,1,Plátano manzano ,Musa acuminata Colla,3.5,14.3,10.3,1.2,1.131,2.060927,1.03
1864,1,Plátano manzano ,Musa acuminata Colla,3.4,13.7,9.7,2.2,3.801,1.817327,0.909
1865,1,Plátano manzano ,Musa acuminata Colla,3.1,14.7,10.7,2.1,3.464,2.231447,1.116
1866,1,Plátano manzano ,Musa acuminata Colla,3.1,16.2,12.2,1,0.785,2.928752,1.464
1867,1,Plátano tabasco ,Musa paradisiaca L.,2.4,24.5,20.5,1.3,1.327,8.438375,4.219
1868,1,Plátano tabasco ,Musa paradisiaca L.,3.3,14.2,10.2,1.6,2.011,2.019312,1.01
1869,1,Plátano tabasco ,Musa paradisiaca L.,3.7,14.7,10.7,1.9,2.835,2.231447,1.116
1870,1,Plátano tabasco ,Musa paradisiaca L.,4.6,14.4,10.4,1.9,2.835,2.102948,1.051
1871,1,Plátano tabasco ,Musa paradisiaca L.,4.3,22.9,18.9,2.3,4.155,7.158663,3.579
1872,1,Plátano tabasco ,Musa paradisiaca L.,4.9,18.1,14.1,2.1,3.464,3.943143,1.972
1873,1,Plátano tabasco ,Musa paradisiaca L.,4.1,20.5,16.5,2.3,4.155,5.433975,2.717
1874,1,Plátano tabasco ,Musa paradisiaca L.,3.4,11.9,7.9,2.6,5.309,1.174223,0.587
1875,1,Plátano tabasco ,Musa paradisiaca L.,3.9,10.4,6.4,1.4,1.539,0.738788,0.369
1876,1,Plátano tabasco ,Musa paradisiaca L.,4.7,13.9,9.9,2.5,4.909,1.896903,0.948
1877,1,Plátano tabasco ,Musa paradisiaca L.,4.5,18.2,14.2,1.4,1.539,4.000592,2
1878,1,Plátano tabasco ,Musa paradisiaca L.,2.8,15.6,11.6,2.3,4.155,2.638868,1.319
1879,1,Plátano tabasco ,Musa paradisiaca L.,3.3,10.4,6.4,2.6,5.309,0.738788,0.369
1880,1,Plátano tabasco ,Musa paradisiaca L.,2.5,10.3,6.3,1.4,1.539,0.713007,0.357
1881,1,Plátano tabasco ,Musa paradisiaca L.,1.9,12.7,8.7,1.8,2.545,1.443807,0.722
1882,1,Plátano tabasco ,Musa paradisiaca L.,1.9,17.6,13.6,1.8,2.545,3.661988,1.831
1883,1,Plátano tabasco ,Musa paradisiaca L.,2,17.4,13.4,1.3,1.327,3.552368,1.776
1884,1,Plátano tabasco ,Musa paradisiaca L.,1.8,15.4,11.4,1.4,1.539,2.545488,1.273
1885,1,Plátano tabasco ,Musa paradisiaca L.,2,16,12,2.4,4.524,2.8305,1.415
1886,1,Plátano tabasco ,Musa paradisiaca L.,1.7,13.7,9.7,2.4,4.524,1.817327,0.909
1887,1,Plátano tabasco ,Musa paradisiaca L.,2,15,11,2.9,6.605,2.3636,1.182
1888,1,Plátano tabasco ,Musa paradisiaca L.,1.9,16.7,12.7,2.8,6.158,3.181487,1.591
1889,1,Plátano tabasco ,Musa paradisiaca L.,1.7,16.7,12.7,2.7,5.726,3.181487,1.591
1890,1,Plátano tabasco ,Musa paradisiaca L.,2.1,14.8,10.8,1.8,2.545,2.275092,1.138
1891,1,Rambután,Sideroxylon celastrinum (Kunth) T.D.Penn,2.67,18,13.5,4.7,17.349,10.132,5.066
1892,1,Tamarindo ,Tamarindus indica L.,5,25,23,4.12,13.332,104.439,52.219
1893,1,Tamarindo ,Tamarindus indica L.,4.3,22,18,3.98,12.441,58.055,29.027
1894,1,Tamarindo ,Tamarindus indica L.,2,14,12,3.5,9.621,13.7,6.85
1895,1,Tepejilote,Chamaedorea tepejilote Liebm.,4,10,8,1.21,1.15,2.366129189,1.183
1896,1,Tepejilote,Chamaedorea tepejilote Liebm.,3.5,11,8,1.45,1.651,2.366129189,1.183
1897,1,Tepejilote,Chamaedorea tepejilote Liebm.,4,10,8,1.89,2.806,2.366129189,1.183
1898,1,Tepejilote,Chamaedorea tepejilote Liebm.,3,9,7,2.1,3.464,1.999144863,1
1899,1,Tepejilote,Chamaedorea tepejilote Liebm.,2.65,9,8,2,3.142,2.366129189,1.183
1900,1,Tepejilote,Chamaedorea tepejilote Liebm.,2.4,8,7,1.45,1.651,1.999144863,1
1901,1,Tepejilote,Chamaedorea tepejilote Liebm.,3.43,7,6,1.56,1.911,1.575492549,0.788
1902,1,Tepejilote,Chamaedorea tepejilote Liebm.,3.53,9,7,1.76,2.433,1.999144863,1
1903,1,Tepejilote,Chamaedorea tepejilote Liebm.,3.56,7,5,1.45,1.651,1.074418215,0.537
1904,1,Tepejilote,Chamaedorea tepejilote Liebm.,3.02,5,5,1.64,2.112,1.074418215,0.537
1905,1,Tepejilote,Chamaedorea tepejilote Liebm.,3.65,7,6,1.43,1.606,1.575492549,0.788
1906,1,Tepejilote,Chamaedorea tepejilote Liebm.,1.32,8,7,1.31,1.348,1.999144863,1
1907,1,Zapote mamey,Pouteria sapota (Jacq.) H.E. Moore & Stearn,4,20,17,3,7.069,4.438,2.219
1908,1,Zapote mamey,Pouteria sapota (Jacq.) H.E. Moore & Stearn,3.65,15,11,2.76,5.983,19.741755,9.871
1909,1,Zapote mamey,Pouteria sapota (Jacq.) H.E. Moore & Stearn,4.32,12,9,1.64,2.112,15.641424,7.821
1910,1,Zapote mamey,Pouteria sapota (Jacq.) H.E. Moore & Stearn,1,10,8,1.32,1.368,2.8608,1.43
1911,1,Zapote mamey,Pouteria sapota (Jacq.) H.E. Moore & Stearn,1,10,8,1.53,1.839,2.8608,1.43
